artifact;repo
org.apache.rya:rya.kafka.connect.mongo.it;https://github.com/apache/rya
org.apache.sis.core:sis-feature;https://github.com/apache/sis
org.apache.sling:org.apache.sling.commons.messaging.mail;https://github.com/apache/sling-org-apache-sling-commons-messaging-mail
org.apache.sling:org.apache.sling.feature.diff;https://github.com/apache/sling-org-apache-sling-feature-diff
org.apache.servicemix.bundles:org.apache.servicemix.bundles.javax-el-impl;https://github.com/apache/servicemix-bundles
org.apache.servicemix.bundles:org.apache.servicemix.bundles.janusgraph-core;https://github.com/apache/servicemix-bundles
org.apache.sling:org.apache.sling.installer.hc;https://github.com/apache/sling-org-apache-sling-installer-hc
org.apache.rya:rya.kafka.connect.accumulo.it;https://github.com/apache/rya
org.apache.sling:org.apache.sling.hc.api;https://github.com/apache/sling-org-apache-sling-hc-api
org.apache.solr:solr-llm;https://github.com/apache/solr
org.apache.sling:sling-slingstart-archetype;https://github.com/apache/sling-slingstart-archetype
org.apache.rya:rya.kafka.connect.api;https://github.com/apache/rya
org.apache.sling:org.apache.sling.installer.provider.file;https://github.com/apache/sling-org-apache-sling-installer-provider-file
org.apache.sis.storage:sis-earth-observation;https://github.com/apache/sis
org.apache.rya:rya.export.client;https://github.com/apache/rya
org.apache.sling:org.apache.sling.feature.apiregions.model;https://github.com/apache/sling-org-apache-sling-feature-apiregions-model
org.apache.sling:org.apache.sling.tooling.support.install;https://github.com/apache/sling-org-apache-sling-tooling-support-install
org.apache.sling:org.apache.sling.sitemap;https://github.com/apache/sling-org-apache-sling-sitemap
org.apache.rya:rya.kafka.connect.accumulo;https://github.com/apache/rya
org.apache.servicemix.specs:org.apache.servicemix.specs.activation-api-1.2.1;https://github.com/apache/servicemix-specs
org.apache.sling:org.apache.sling.installer.console;https://github.com/apache/sling-org-apache-sling-installer-console
org.apache.sis.cloud:sis-cloud-aws;https://github.com/apache/sis
org.apache.servicemix.bundles:org.apache.servicemix.bundles.castor;https://github.com/apache/servicemix-bundles
org.apache.sling:org.apache.sling.bnd.plugin.headers.parameters.remove;https://github.com/apache/sling-org-apache-sling-bnd-plugin-headers-parameters-remove
org.apache.sling:org.apache.sling.scripting.sightly.repl;https://github.com/apache/sling-org-apache-sling-scripting-sightly-repl
org.apache.sling:org.apache.sling.installer.provider.jcr;https://github.com/apache/sling-org-apache-sling-installer-provider-jcr
org.apache.sling:org.apache.sling.scripting.bundle.tracker;https://github.com/apache/sling-org-apache-sling-scripting-bundle-tracker
org.apache.sling:org.apache.sling.contentparser.xml;https://github.com/apache/sling-org-apache-sling-contentparser-xml
org.apache.servicemix.specs:org.apache.servicemix.specs.annotation-api-1.3;https://github.com/apache/servicemix-specs
org.apache.rya:rya.streams.parent;https://github.com/apache/rya
org.apache.servicemix.bundles:org.apache.servicemix.bundles.twitter4j;https://github.com/apache/servicemix-bundles
org.apache.rya:rya.kafka.connect.mongo;https://github.com/apache/rya
org.apache.servicemix.bundles:org.apache.servicemix.bundles.jasypt-spring31;https://github.com/apache/servicemix-bundles
org.apache.rya:rya.streams.query-manager;https://github.com/apache/rya
org.apache.sis.core:sis-build-helper;https://github.com/apache/sis
org.apache.sis:core;https://github.com/apache/sis
org.apache.sling:org.apache.sling.oak.restrictions;https://github.com/apache/sling-org-apache-sling-oak-restrictions
org.apache.servicemix.bundles:org.apache.servicemix.bundles.zookeeper;https://github.com/apache/servicemix-bundles
org.apache.sis.storage:sis-geotiff;https://github.com/apache/sis
org.apache.sis.profiles:sis-japan-profile;https://github.com/apache/sis
org.apache.sling:org.apache.sling.caconfig.api;https://github.com/apache/sling-org-apache-sling-caconfig-api
org.apache.sling:org.apache.sling.scripting.freemarker;https://github.com/apache/sling-org-apache-sling-scripting-freemarker
org.apache.servicemix.specs:org.apache.servicemix.specs.activation-api-2.0.1;https://github.com/apache/servicemix-specs
org.apache.servicemix.specs:org.apache.servicemix.specs.javax-el-api-3.0.2;https://github.com/apache/servicemix-specs
org.apache.sling:org.apache.sling.feature.inventoryprinter;https://github.com/apache/sling-org-apache-sling-feature-inventoryprinter
org.apache.servicemix.bundles:org.apache.servicemix.bundles.any23;https://github.com/apache/servicemix-bundles
org.apache.sis.core:sis-portrayal;https://github.com/apache/sis
org.apache.sis.application:sis-javafx;https://github.com/apache/sis
org.apache.servicemix.bundles:org.apache.servicemix.bundles.jasypt-spring4;https://github.com/apache/servicemix-bundles
org.apache.rya:rya.forwardchain;https://github.com/apache/rya
org.apache.sling:org.apache.sling.hapi;https://github.com/apache/sling-org-apache-sling-hapi
org.apache.sling:org.apache.sling.resource.filter;https://github.com/apache/sling-org-apache-sling-resource-filter
org.apache.servicemix.bundles:org.apache.servicemix.bundles.atlassian-jira-client;https://github.com/apache/servicemix-bundles
org.apache.servicemix.bundles:bundles-pom;https://github.com/apache/servicemix-bundles
org.apache.sling:org.apache.sling.commons.compiler;https://github.com/apache/sling-org-apache-sling-commons-compiler
org.apache.sling:org.apache.sling.capabilities;https://github.com/apache/sling-org-apache-sling-capabilities
org.apache.sling:org.apache.sling.installer.provider.installhook;https://github.com/apache/sling-org-apache-sling-installer-provider-installhook
org.apache.sling:org.apache.sling.contentparser.testutils;https://github.com/apache/sling-org-apache-sling-contentparser-testutils
org.apache.sling:org.apache.sling.repoinit.filevault.validator;https://github.com/apache/sling-org-apache-sling-repoinit-filevault-validator
org.apache.servicemix.bundles:org.apache.servicemix.bundles.azure-storage-blob-changefeed;https://github.com/apache/servicemix-bundles
org.apache.sling:sling-maven-plugin.parent;https://github.com/apache/sling-parent
org.apache.sling:org.apache.sling.jcr.maintenance;https://github.com/apache/sling-org-apache-sling-jcr-maintenance
org.apache.sis.application:sis-console;https://github.com/apache/sis
org.apache.sis.storage:sis-sqlstore;https://github.com/apache/sis
org.apache.sis.core:sis-referencing-by-identifiers;https://github.com/apache/sis
org.apache.sling:org.apache.sling.clam;https://github.com/apache/sling-org-apache-sling-clam
org.apache.sling:sling-jcrinstall-bundle-archetype;https://github.com/apache/sling-jcrinstall-bundle-archetype
org.apache.sling:org.apache.sling.models.caconfig;https://github.com/apache/sling-org-apache-sling-models-caconfig
org.apache.servicemix.bundles:org.apache.servicemix.bundles.txw2;https://github.com/apache/servicemix-bundles
org.apache.sling:org.apache.sling.resourcecollection;https://github.com/apache/sling-org-apache-sling-resourcecollection
org.apache.cxf:cxf-rt-databinding-xmlbeans;https://github.com/apache/cxf
org.apache.fluo:fluo-api;https://github.com/apache/fluo
org.apache.fluo:fluo-core;https://github.com/apache/fluo
org.apache.fluo:fluo-mini;https://github.com/apache/fluo
org.apache.fluo:fluo-recipes-test;https://github.com/apache/fluo-recipes
org.apache.hbase.thirdparty:hbase-shaded-netty;https://github.com/apache/hbase-thirdparty/hbase-shaded-netty
org.apache.hbase:hbase-procedure;https://github.com/apache/hbase/hbase-build-configuration/hbase-procedure
org.apache.hbase:hbase-protocol-shaded;https://github.com/apache/hbase/hbase-build-configuration/hbase-protocol-shaded
org.apache.hbase:hbase-replication;https://github.com/apache/hbase/hbase-build-configuration/hbase-replication
org.apache.jclouds.api:cloudstack;https://github.com/apache/jclouds
org.apache.jclouds.api:ec2;https://github.com/apache/jclouds
org.apache.jclouds.api:openstack-keystone;https://github.com/apache/jclouds
org.apache.jclouds.api:sts;https://github.com/apache/jclouds
org.apache.jclouds.driver:jclouds-bouncycastle;https://github.com/apache/jclouds
org.apache.jclouds.driver:jclouds-log4j;https://github.com/apache/jclouds
org.apache.jclouds:jclouds-scriptbuilder;https://github.com/apache/jclouds
org.apache.fluo:fluo-recipes-accumulo;https://github.com/apache/fluo-recipes
org.apache.fluo:fluo-recipes-core;https://github.com/apache/fluo-recipes
org.apache.johnzon:johnzon-websocket;https://github.com/apache/johnzon
org.apache.jena:jena-iri3986;https://github.com/apache/jena
org.apache.jena:jena-shex;https://github.com/apache/jena
org.apache.bigtop.itest:itest-common;https://github.com/apache/bigtop
org.apache.felix:org.apache.felix.systemready;https://github.com/apache/felix-dev
org.apache.jclouds.driver:jclouds-netty;https://github.com/apache/jclouds
org.apache.accumulo:accumulo-examples-simple;https://github.com/apache/accumulo
org.apache.accumulo:accumulo-proxy;https://github.com/apache/accumulo
org.apache.jclouds.driver:jclouds-joda;https://github.com/apache/jclouds
org.apache.jclouds.provider:aws-cloudwatch;https://github.com/apache/jclouds
org.apache.accumulo:accumulo;https://github.com/apache/accumulo
org.apache.felix:org.apache.felix.feature;https://github.com/apache/felix-dev
org.apache.felix:org.apache.felix.healthcheck.generalchecks;https://github.com/apache/felix-dev
org.apache.jclouds.common:openstack-common;https://github.com/apache/jclouds
org.apache.axis2:axis2-adb-codegen;https://github.com/apache/axis-axis2-java-core
org.apache.hbase.connectors.spark:hbase-spark;https://github.com/apache/hbase-connectors
org.apache.lucene:lucene-analyzers-opennlp;https://github.com/apache/lucene-solr
org.apache.cxf.services.wsn:cxf-services-wsn-core;https://github.com/apache/cxf
org.apache.camel:camel-bam;https://github.com/apache/camel
org.apache.camel:camel-ibatis;https://github.com/apache/camel
org.apache.camel:camel-juel;https://github.com/apache/camel
org.apache.camel:camel-jxpath;https://github.com/apache/camel
org.apache.hbase.thirdparty:hbase-shaded-jersey;https://github.com/apache/hbase-thirdparty/hbase-shaded-jersey
org.apache.hbase.thirdparty:hbase-shaded-jetty;https://github.com/apache/hbase-thirdparty/hbase-shaded-jetty
org.apache.felix:org.apache.felix.http.jetty12;https://github.com/apache/felix-dev
org.apache.qpid:apache-qpid-jms;https://github.com/apache/qpid-jms
org.apache.qpid:qpid-jms-discovery;https://github.com/apache/qpid-jms
org.apache.qpid:qpid-broker-plugins-management-http;https://github.com/apache/qpid-broker-j
org.apache.olingo:odata-lib;https://github.com/apache/olingo-odata4
org.apache.openjpa:apache-openjpa;https://github.com/apache/openjpa
org.apache.openjpa:openjpa-examples;https://github.com/apache/openjpa
org.apache.openjpa:openjpa-persistence-locking;https://github.com/apache/openjpa
org.apache.myfaces.tobago:tobago-tool-apt;https://github.com/apache/myfaces-tobago
org.apache.rat:apache-rat-core;https://github.com/apache/creadur-rat
org.apache.omid:omid-hbase-commit-table;https://github.com/apache/phoenix-omid
org.apache.phoenix:phoenix-queryserver;https://github.com/apache/phoenix-queryserver
org.apache.olingo:odata-parent;https://github.com/apache/olingo-odata4
org.apache.qpid:qpid-broker-plugins-management-amqp;https://github.com/apache/qpid-broker-j
org.apache.openjpa:openjpa-parent;https://github.com/apache/openjpa
org.apache.rampart:rahas;https://github.com/apache/axis-axis2-java-rampart
org.apache.omid:omid-hbase-commit-table-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-test-utils;https://github.com/apache/qpid-broker-j
org.apache.omid:omid-timestamp-storage;https://github.com/apache/phoenix-omid
org.apache.qpid:protonj2-test-driver;https://github.com/apache/qpid-protonj2
org.apache.qpid:qpid-broker-plugins-websocket;https://github.com/apache/qpid-broker-j
org.apache.qpid:apache-qpid-broker-j;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-parent;https://github.com/apache/qpid-broker-j
org.apache.qpid:proton-j-parent;https://github.com/apache/qpid-proton-j
org.apache.omid:omid-commit-table;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-jms-parent;https://github.com/apache/qpid-jms
org.apache.qpid:qpid-broker-plugins-jdbc-logging-logback;https://github.com/apache/qpid-broker-j
org.apache.omid:omid-shims-aggregator;https://github.com/apache/phoenix-omid
org.apache.omid:omid-statemachine;https://github.com/apache/phoenix-omid
org.apache.omid:omid-transaction-client;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-broker-plugins-derby-store;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-plugins-prometheus-exporter;https://github.com/apache/qpid-broker-j
org.apache.olingo:odata-client-proxy;https://github.com/apache/olingo-odata4
org.apache.myfaces.tobago:tobago-tool-test;https://github.com/apache/myfaces-tobago
org.apache.openjpa:openjpa-junit5;https://github.com/apache/openjpa
org.apache.rat:apache-rat-project;https://github.com/apache/creadur-rat
org.apache.openjpa:openjpa-fetch-statistics-was;https://github.com/apache/openjpa
org.apache.rat:apache-rat-api;https://github.com/apache/creadur-rat
org.apache.qpid:qpid-broker-plugins-amqp-1-0-protocol-jdbc-link-store;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-plugins-jdbc-store;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-instrumentation;https://github.com/apache/qpid-broker-j
org.apache.openjpa.openjpa-examples:simple;https://github.com/apache/openjpa
org.apache.omid:omid-timestamp-storage-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-broker-plugins-logging-logback;https://github.com/apache/qpid-broker-j
org.apache.rat:apache-rat-tools;https://github.com/apache/creadur-rat
org.apache.rat:apache-rat-plugin;https://github.com/apache/creadur-rat
org.apache.olingo:pojogen-maven-plugin;https://github.com/apache/olingo-odata4
org.apache.olingo:odata-client-android;https://github.com/apache/olingo-odata4
org.apache.omid:omid-metrics;https://github.com/apache/phoenix-omid
org.apache.qpid:apache-qpid-jms-amqp-0-x;https://github.com/apache/qpid-jms-amqp-0-x
org.apache.omid:omid-tso-server;https://github.com/apache/phoenix-omid
org.apache.omid:omid-codahale-metrics;https://github.com/apache/phoenix-omid
org.apache.omid:omid-hbase-common;https://github.com/apache/phoenix-omid
org.apache.omid:omid-hbase-shims-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-broker-plugins-amqp-0-10-protocol;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-plugins-query-engine;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-plugins-amqp-msg-conv-0-8-to-0-10;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-codegen;https://github.com/apache/qpid-broker-j
org.apache.qpid:protonj2;https://github.com/apache/qpid-protonj2
org.apache.omid:omid-hbase-tools;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-broker-plugins-amqp-msg-conv-0-8-to-1-0;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-bdbstore;https://github.com/apache/qpid-broker-j
org.apache.qpid:qpid-broker-plugins-jdbc-provider-bone;https://github.com/apache/qpid-broker-j
org.apache.qpid:protonj2-parent;https://github.com/apache/qpid-protonj2
org.apache.qpid:qpid-broker-plugins-amqp-1-0-protocol-bdb-link-store;https://github.com/apache/qpid-broker-j
org.apache.omid:omid-hbase-client;https://github.com/apache/phoenix-omid
org.apache.omid:omid-examples;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-broker-plugins-amqp-1-0-protocol;https://github.com/apache/qpid-broker-j
org.apache.omid:omid-hbase-client-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.omid:omid-hbase-common-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-broker-plugins-amqp-msg-conv-0-10-to-1-0;https://github.com/apache/qpid-broker-j
org.apache.qpid:apache-qpid-protonj2;https://github.com/apache/qpid-protonj2
org.apache.olingo:odata-ext;https://github.com/apache/olingo-odata4
org.apache.omid:omid-hbase-coprocessor-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.qpid:apache-qpid-proton-j;https://github.com/apache/qpid-proton-j
org.apache.openjpa:openjpa-fetch-statistics;https://github.com/apache/openjpa
org.apache.qpid:qpid-broker-plugins-access-control;https://github.com/apache/qpid-broker-j
org.apache.openjpa:openjpa-features;https://github.com/apache/openjpa
org.apache.omid:omid-hbase-coprocessor;https://github.com/apache/phoenix-omid
org.apache.olingo:odata-karaf;https://github.com/apache/olingo-odata4
org.apache.omid:omid-timestamp-storage-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.rampart:rampart-testutils;https://github.com/apache/axis-axis2-java-rampart
org.apache.openjpa:openjpa-xmlstore;https://github.com/apache/openjpa
org.apache.phoenix:phoenix-queryserver-parent;https://github.com/apache/phoenix-queryserver
org.apache.olingo:odata-karaf-features;https://github.com/apache/olingo-odata4
org.apache.qpid:qpid-broker-plugins-jdbc-provider-hikari;https://github.com/apache/qpid-broker-j
org.apache.omid:omid-benchmarks;https://github.com/apache/phoenix-omid
org.apache.omid:omid-common;https://github.com/apache/phoenix-omid
org.apache.rat:apache-rat-testdata;https://github.com/apache/creadur-rat
org.apache.rampart:rampart-project;https://github.com/apache/axis-axis2-java-rampart
org.apache.omid:omid-hbase-common-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.omid:omid-hbase-client-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.openjpa:openjpa-slice;https://github.com/apache/openjpa
org.apache.omid:omid-hbase-coprocessor-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.omid:omid-hbase-tools-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.openjpa:openjpa-tools;https://github.com/apache/openjpa
org.apache.openjpa:openjpa-kubernetes;https://github.com/apache/openjpa
org.apache.qpid:qpid-jms-amqp-0-x-parent;https://github.com/apache/qpid-jms-amqp-0-x
org.apache.omid:omid-tso-server-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.openjpa.openjpa-examples:image-gallery;https://github.com/apache/openjpa
org.apache.omid:omid-hbase-tools-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.omid:omid-hbase-commit-table-hbase1.x;https://github.com/apache/phoenix-omid
org.apache.openjpa:openjpa-jest;https://github.com/apache/openjpa
org.apache.qpid:qpid-client-examples;https://github.com/apache/qpid-jms-amqp-0-x
org.apache.omid:omid-tso-server-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.qpid:qpid-client-systests;https://github.com/apache/qpid-jms-amqp-0-x
org.apache.qpid:qpid-broker-plugins-connection-limits;https://github.com/apache/qpid-broker-j
org.apache.omid:omid-hbase-shims-hbase2.x;https://github.com/apache/phoenix-omid
org.apache.hbase:hbase-endpoint;https://github.com/apache/hbase/hbase-build-configuration/hbase-endpoint
org.apache.myfaces.tobago:tobago-tool-annotation;https://github.com/apache/myfaces-tobago
org.apache.knox:gateway-server;https://github.com/apache/knox
org.apache.knox:gateway-spi;https://github.com/apache/knox
org.apache.knox:gateway-test-release-utils;https://github.com/apache/knox
org.apache.knox:gateway-test-utils;https://github.com/apache/knox
org.apache.gora:gora-compiler;https://github.com/apache/gora
org.apache.gora:gora-compiler-cli;https://github.com/apache/gora
org.apache.gora:gora-core;https://github.com/apache/gora
org.apache.axis2:axis2-jibx;https://github.com/apache/axis-axis2-java-core
org.apache.axis2:axis2-xmlbeans;https://github.com/apache/axis-axis2-java-core
org.apache.beam:beam-sdks-java-nexmark;https://github.com/apache/beam
org.apache.beam:beam-sdks-java-io-hadoop-format;https://github.com/apache/beam
org.apache.beam:beam-sdks-java-io-hadoop-input-format;https://github.com/apache/beam
org.apache.axis2:axis2-fastinfoset;https://github.com/apache/axis-axis2-java-core
org.apache.daffodil:daffodil-tdml_2.12;https://github.com/apache/incubator-daffodil
org.apache.metamodel:MetaModel-elasticsearch;https://github.com/apache/metamodel
org.apache.karaf.jaas:org.apache.karaf.jaas.command;https://github.com/apache/karaf
org.apache.karaf:archetypes;https://github.com/apache/karaf
org.apache.knox:gateway-shell-release;https://github.com/apache/knox
org.apache.karaf.package:org.apache.karaf.package.command;https://github.com/apache/karaf
org.apache.jena:jena-jdbc-driver-tdb;https://github.com/apache/jena
org.apache.juddi:juddi-parent;https://github.com/apache/juddi
org.apache.karaf.examples:karaf-blueprint-example-common;https://github.com/apache/karaf
org.apache.knox:gateway-provider-security-hadoopauth;https://github.com/apache/knox
org.apache.knox:gateway-server-launcher;https://github.com/apache/knox
org.apache.karaf.examples:karaf-maven-example-run-bundle;https://github.com/apache/karaf
org.apache.karaf.services:org.apache.karaf.services.coordinator;https://github.com/apache/karaf
org.apache.myfaces.tobago:tobago-theme;https://github.com/apache/myfaces-tobago
org.apache.karaf.examples:karaf-docker-example-app;https://github.com/apache/karaf
org.apache.knox:gateway-applications;https://github.com/apache/knox
org.apache.jena:jena-fuseki-fulljar;https://github.com/apache/jena
org.apache.karaf.scr.examples:org.apache.karaf.scr.examples.managed.service;https://github.com/apache/karaf
org.apache.karaf.jndi:jndi;https://github.com/apache/karaf
org.apache.karaf:cave;https://github.com/apache/karaf-cave
org.apache.karaf.services:services;https://github.com/apache/karaf
org.apache.myfaces.tobago:tobago-assembly;https://github.com/apache/myfaces-tobago
org.apache.knox:gateway-service-test;https://github.com/apache/knox
org.apache.jena:jena-integration-tests;https://github.com/apache/jena
org.apache.kylin:kylin-core-metadata;https://github.com/apache/kylin
org.apache.knox:gateway-service-tgs;https://github.com/apache/knox
org.apache.karaf.examples:karaf-config-example;https://github.com/apache/karaf
org.apache.knox:gateway-provider-security-authz-acls;https://github.com/apache/knox
org.apache.karaf.examples:karaf-blueprint-example-provider;https://github.com/apache/karaf
org.apache.knox:gateway-i18n;https://github.com/apache/knox
org.apache.karaf.examples:karaf-redis-example-command;https://github.com/apache/karaf
org.apache.jena:jena-spatial;https://github.com/apache/jena
org.apache.myfaces.tobago:tobago-example;https://github.com/apache/myfaces-tobago
org.apache.karaf.examples:karaf-servlet-example;https://github.com/apache/karaf
org.apache.jena:jena-jdbc;https://github.com/apache/jena
org.apache.johnzon:apache-johnzon;https://github.com/apache/johnzon
org.apache.karaf.webconsole:org.apache.karaf.webconsole.http;https://github.com/apache/karaf
org.apache.knox:gateway-service-as;https://github.com/apache/knox
org.apache.lucene:lucene-replicator;https://github.com/apache/lucene
org.apache.karaf.examples:karaf-jdbc-example-command;https://github.com/apache/karaf
org.apache.karaf.management:management;https://github.com/apache/karaf
org.apache.karaf.specs:org.apache.karaf.specs.locator;https://github.com/apache/karaf
org.apache.kylin:kylin-core-common;https://github.com/apache/kylin
org.apache.lucene:lucene-demo;https://github.com/apache/lucene
org.apache.myfaces.tobago:tobago-extension;https://github.com/apache/myfaces-tobago
org.apache.karaf.demos:web;https://github.com/apache/karaf
org.apache.karaf:org.apache.karaf.exception;https://github.com/apache/karaf
org.apache.jena:jena-permissions;https://github.com/apache/jena
org.apache.karaf.tooling:org.apache.karaf.tools.utils;https://github.com/apache/karaf
org.apache.johnzon:johnzon;https://github.com/apache/johnzon
org.apache.kylin:kylin;https://github.com/apache/kylin
org.apache.kylin:kylin-modeling-service;https://github.com/apache/kylin
org.apache.juddi.juddi-docs:juddi-docs-dist;https://github.com/apache/juddi
org.apache.karaf.cellar:org.apache.karaf.cellar.etcd;https://github.com/apache/karaf-cellar
org.apache.kylin:kylin-it;https://github.com/apache/kylin
org.apache.kylin:kylin-spark-it;https://github.com/apache/kylin
org.apache.karaf.demos:org.apache.karaf.demos.branding.shell;https://github.com/apache/karaf
org.apache.karaf.archetypes:karaf-command-archetype;https://github.com/apache/karaf
org.apache.karaf.log:org.apache.karaf.log.core;https://github.com/apache/karaf
org.apache.karaf.scr:org.apache.karaf.scr.command;https://github.com/apache/karaf
org.apache.karaf:karaf;https://github.com/apache/karaf
org.apache.karaf.config:org.apache.karaf.config.command;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-command-example-api;https://github.com/apache/karaf
org.apache.karaf.demos.profiles:static;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-scheduler-example-runnable;https://github.com/apache/karaf
org.apache.myfaces.core:myfaces-core-assembly;https://github.com/apache/myfaces-master-pom
org.apache.knox:gateway-util-configinjector;https://github.com/apache/knox
org.apache.karaf.webconsole:org.apache.karaf.webconsole.console;https://github.com/apache/karaf
org.apache.karaf.subsystem:org.apache.karaf.subsystem.core;https://github.com/apache/karaf
org.apache.knox:gateway-shell-launcher;https://github.com/apache/knox
org.apache.karaf.features:features;https://github.com/apache/karaf
org.apache.karaf.cellar.samples:dosgi-greeter;https://github.com/apache/karaf-cellar
org.apache.karaf.service:org.apache.karaf.service.core;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-servlet-example-registration;https://github.com/apache/karaf
org.apache.karaf.demos:my-kar;https://github.com/apache/karaf
org.apache.juddi:uddi-migration-tool;https://github.com/apache/juddi
org.apache.juddi:juddi-ddl-generator;https://github.com/apache/juddi
org.apache.myfaces.core:myfaces-core-project;https://github.com/apache/myfaces-master-pom
org.apache.knox:gateway-util-urltemplate;https://github.com/apache/knox
org.apache.myfaces.core.internal:myfaces-impl-shared;https://github.com/apache/myfaces-master-pom
org.apache.karaf.obr:obr;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-redis-example;https://github.com/apache/karaf
org.apache.karaf.assemblies:assemblies;https://github.com/apache/karaf
org.apache.karaf.webconsole:org.apache.karaf.webconsole.instance;https://github.com/apache/karaf
org.apache.karaf.webconsole:org.apache.karaf.webconsole.gogo;https://github.com/apache/karaf
org.apache.karaf.demos.deployer.bundle:my-bundle;https://github.com/apache/karaf
org.apache.kylin:kylin-server-it;https://github.com/apache/kylin
org.apache.karaf.examples:karaf-war-example-webapp;https://github.com/apache/karaf
org.apache.myfaces.tobago:tobago-theme-charlotteville;https://github.com/apache/myfaces-tobago
org.apache.karaf.shell:org.apache.karaf.shell.help;https://github.com/apache/karaf
org.apache.karaf.scr.examples:org.apache.karaf.scr.examples.component.factories;https://github.com/apache/karaf
org.apache.juddi:juddiv3-war;https://github.com/apache/juddi
org.apache.knox:gateway-provider-rewrite-step-encrypt-uri;https://github.com/apache/knox
org.apache.karaf.package:org.apache.karaf.package.core;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-scr-example-features;https://github.com/apache/karaf
org.apache.karaf.scr:scr;https://github.com/apache/karaf
org.apache.myfaces.tobago:tobago;https://github.com/apache/myfaces-tobago
org.apache.karaf.examples:karaf-docker-example-static-dist;https://github.com/apache/karaf
org.apache.kylin:kylin-query-server;https://github.com/apache/kylin
org.apache.karaf.examples:karaf-jpa-example-provider-blueprint-hibernate;https://github.com/apache/karaf
org.apache.myfaces.tobago:tobago-theme-scarborough;https://github.com/apache/myfaces-tobago
org.apache.metamodel:MetaModel-elasticsearch-common;https://github.com/apache/metamodel
org.apache.karaf.webconsole:org.apache.karaf.webconsole.branding;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-blueprint-example;https://github.com/apache/karaf
org.apache.karaf:cellar;https://github.com/apache/karaf-cellar
org.apache.karaf.decanter.appender:org.apache.karaf.decanter.appender.elasticsearch.rest;https://github.com/apache/karaf-decanter
org.apache.karaf.region:region;https://github.com/apache/karaf
org.apache.kylin:kylin-data-loading-server;https://github.com/apache/kylin
org.apache.myfaces.core.extensions:myfaces-quarkus;https://github.com/apache/myfaces-master-pom
org.apache.karaf.assemblies.features:features;https://github.com/apache/karaf
org.apache.karaf.demos.profiles:dynamic;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-log-appender-example;https://github.com/apache/karaf
org.apache.myfaces.tobago:tobago-theme-speyside;https://github.com/apache/myfaces-tobago
org.apache.myfaces.tobago:tobago-example-data;https://github.com/apache/myfaces-tobago
org.apache.myfaces.tobago:tobago-sandbox;https://github.com/apache/myfaces-tobago
org.apache.karaf.archetypes:karaf-blueprint-archetype;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-branding-example;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-rest-example-blueprint;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-jdbc-example;https://github.com/apache/karaf
org.apache.knox:gateway-service-session;https://github.com/apache/knox
org.apache.kylin:kylin-server;https://github.com/apache/kylin
org.apache.karaf.examples:karaf-jpa-example-provider-ds-eclipselink;https://github.com/apache/karaf
org.apache.myfaces.core:myfaces-extensions;https://github.com/apache/myfaces-master-pom
org.apache.kylin:kylin-source-jdbc;https://github.com/apache/kylin
org.apache.karaf.cellar:manual;https://github.com/apache/karaf-cellar
org.apache.karaf.features:org.apache.karaf.features.extension;https://github.com/apache/karaf
org.apache.karaf.examples:karaf-blueprint-example-client;https://github.com/apache/karaf
org.apache.karaf.deployer:deployer;https://github.com/apache/karaf
