artifact;repository
org.glassfish:osgi-http;unknown
org.glassfish.webservices:webservices;unknown
org.glassfish.packager:glassfish-ha;unknown
org.glassfish.webservices:soap-tcp;unknown
org.glassfish.web:gf-web-connector;unknown
org.glassfish.packager:javadb;unknown
org.glassfish.packager:glassfish-corba-base;unknown
org.glassfish.tests:utils;unknown
org.glassfish.packager:glassfish-ant-tasks;unknown
org.glassfish.tests:tests;unknown
org.glassfish.webservices:metro-fragments;unknown
org.glassfish.scripting:rails;unknown
org.glassfish.packager:glassfish-osgi-http;unknown
org.glassfish.packager:glassfish-osgi-feature-pack;unknown
org.glassfish.packager:glassfish-nucleus;unknown
org.glassfish.packager:mq;unknown
org.glassfish.persistence.cmp:cmp-all;unknown
org.glassfish.registration:registration-impl;unknown
org.glassfish.persistence:glassfish-oracle-jdbc-driver-packages;unknown
org.glassfish.registration:glassfish-registration;unknown
org.glassfish.packager:glassfish-jdbc;unknown
org.glassfish.web:war-util;unknown
org.glassfish.web:webtier-all;unknown
org.glassfish.security:securitymodule;unknown
org.glassfish.packager:glassfish-javahelp;unknown
org.glassfish.orb:orb-connector;unknown
org.glassfish:osgi-jdbc;unknown
org.glassfish:osgi-javaee;unknown
org.glassfish.web:jspcaching-connector;unknown
org.glassfish.packager:glassfish-ejb-lite;unknown
org.glassfish.packager:glassfish-osgi-incorporation;unknown
org.glassfish.packager:glassfish-ejb;unknown
org.glassfish.transaction:transaction;unknown
org.glassfish.persistence.cmp:cmp-ejb-mapping;unknown
org.glassfish.packager:nucleus-base;unknown
org.glassfish.web:web;unknown
org.glassfish.packager:glassfish-osgi-gui;unknown
org.glassfish.security:appclient.security;unknown
org.glassfish.packager:legal-fragment;unknown
org.glassfish.packager:glassfish-hk2;unknown
org.glassfish.web:web-ha;unknown
org.glassfish.orb:orb;unknown
org.glassfish.packager:glassfish-jpa;unknown
org.glassfish.packager:glassfish-web-incorporation;unknown
org.glassfish.packager:glassfish-common-full;unknown
org.glassfish.scripting:grizzly-jruby-module;unknown
org.glassfish.web:weld-integration;unknown
org.glassfish.web:jstl-connector;unknown
org.glassfish.packager:jersey;unknown
org.glassfish.web:web-core;unknown
org.glassfish.webservices:jsr109-impl;unknown
org.glassfish.scripting:jruby-all;unknown
org.glassfish.scripting.jruby:jruby-config;unknown
org.glassfish.packager:glassfish-jms;unknown
org.glassfish.persistence.cmp:cmp-model;unknown
org.glassfish.registration:servicetag-registry;unknown
org.glassfish.persistence.cmp:cmp-enhancer;unknown
org.glassfish:osgi-web-container;unknown
org.glassfish.scripting:jruby-monitor;unknown
org.glassfish.persistence.cmp:cmp-internal-api;unknown
org.glassfish.webservices:webservices-scripts;unknown
org.glassfish.packager:glassfish-jcdi;unknown
org.glassfish.packager:glassfish-jdbc-management;unknown
org.glassfish.packager:glassfish-appclient;unknown
org.glassfish.packager:glassfish-upgrade;unknown
org.glassfish.packager:glassfish-web-profile;unknown
org.glassfish.orb:orb-iiop;unknown
org.glassfish.packager:metro;unknown
org.glassfish.web:web-embed-api;unknown
org.glassfish.web:tomcat-connector;unknown
org.glassfish.persistence.cmp:cmp-support-sqlstore;unknown
org.glassfish:pom;unknown
org.glassfish.packager:glassfish-scripting;unknown
org.glassfish.packager:glassfish-codegen;unknown
org.glassfish.packager:glassfish-common;unknown
org.glassfish.packager:glassfish-grizzly;unknown
org.glassfish.packager:sun-javaee-engine;unknown
org.glassfish.osgi-platforms:felix-webconsole-extension;unknown
org.glassfish:sun-javaee-engine;unknown
org.glassfish.packager:shoal;unknown
org.glassfish.security:ejb.security;unknown
org.glassfish.persistence:persistence;unknown
org.glassfish.virtualization:virt-core;unknown
org.glassfish.upgrade:upgrade-scripts;unknown
org.glassfish.packager:glassfish-grizzly-full;unknown
org.glassfish.provider:gfprobe-provider-client;unknown
org.glassfish.packager:glassfish-corba-omgapi;unknown
org.glassfish.packager:glassfish-full-incorporation;unknown
org.glassfish.persistence.cmp:cmp-utility;unknown
org.glassfish.web:webbeans-integration;unknown
org.glassfish:osgi-ee-resources;unknown
org.glassfish.scripting:gf-jruby-connector;unknown
org.glassfish:osgi-javaee-base;unknown
org.glassfish.security:securitycommon;unknown
org.glassfish.security:jaspic.provider.framework;unknown
org.glassfish.packager:glassfish-jts;unknown
org.glassfish.packager:glassfish-web-management;unknown
org.glassfish.scripting:glassfish-gem;unknown
org.glassfish.persistence:eclipselink-wrapper;unknown
org.glassfish.packager:glassfish-management;unknown
org.glassfish.packager:packages;unknown
org.glassfish.web:weld-integration-test-fragment;unknown
org.glassfish.metro:gfv2-deployment;unknown
org.glassfish.upgrade:upgrade;unknown
org.glassfish:verifier-jdk-extension-bundle;unknown
org.glassfish.persistence:persistence-common;unknown
org.glassfish-repo.packager:hibernate.ips;unknown
org.glassfish.security:ssl-impl;unknown
org.glassfish.packager:glassfish-jsf;unknown
org.glassfish.packager:glassfish-jta;unknown
org.glassfish.orb:orb-enabler;unknown
org.glassfish.packager:glassfish-osgi-admin-console;unknown
org.glassfish.web:gui-plugin-common;unknown
org.glassfish.packager:glassfish-amx;unknown
org.glassfish.packager:glassfish-web-gui;unknown
org.glassfish:osgi-jpa-extension;unknown
org.glassfish.scripting:jruby-commons;unknown
org.glassfish.upgrade:upgrade-tool;unknown
org.glassfish.scripting:gf-jython-connector;unknown
org.glassfish.persistence.cmp:cmp-generator-database;unknown
org.glassfish.packager:glassfish-registration;unknown
org.glassfish.web:osgi-web-container;unknown
org.glassfish:osgi-cdi;unknown
org.gparallelizer:gparallelizer;unknown
org.glassfish.scripting:grails-gfv3;unknown
org.glassfish.virtualization:libvirt;unknown
org.glassfish.packager:glassfish-api;unknown
org.glassfish:shoal;unknown
org.glassfish.packager.temp:jersey;unknown
org.glassfish.scripting.packager:jython-container;unknown
org.glassfish.virtualization:vmcluster;unknown
org.glassfish.virtualization:libvirt-files;unknown
org.glassfish.packager:glassfish-virtualization;unknown
org.glassfish.scripting:gf-grails-connector;unknown
org.glassfish.web:osgi-http;unknown
org.glassfish.packager:glassfish-jdbc-gui;unknown
org.glassfish.pfl:pfl-source;unknown
org.gparallelizer:GParallelizer;unknown
org.glassfish.provider:gfprobe-provider-client-source;unknown
org.glassfish.virtualization:virtualization;unknown
org.glassfish.scripting.packager:packages;unknown
com.sun.corba:glassfish-corba-asm;unknown
com.sun.corba:glassfish-corba-codegen;unknown
com.sun.corba:glassfish-corba-csiv2-idl;unknown
com.sun.corba:glassfish-corba-internal-api;unknown
com.sun.corba:glassfish-corba-newtimer;unknown
com.sun.corba:glassfish-corba-omgapi;unknown
com.sun.corba:glassfish-corba-orb;unknown
com.sun.corba:glassfish-corba-orbgeneric;unknown
com.sun.xml.bind:jaxb;unknown
com.sun.xml.security:jsr105-impl;unknown
com.sun.xml.security:saml-jaxb10-bindings;unknown
com.sun.xml.ws:webservices;unknown
com.sun.xml.ws:webservices-osgi;unknown
javax.security.auth.message:jmac;unknown
javax.xml:jaxr-api;unknown
javax.xml:jaxr-api-osgi;unknown
javax.xml:jaxrpc-api-osgi;unknown
org.glassfish.admin:admin-cli;unknown
org.glassfish.admin:admin-core;unknown
org.glassfish.admin:admin-util;unknown
org.glassfish.admin:cli-framework;unknown
org.glassfish.admin:cli-optional;unknown
org.glassfish.admin:config-api;unknown
org.glassfish.admin:monitoring-core;unknown
org.glassfish.admingui:console-cluster-plugin;unknown
org.glassfish.admingui:console-cluster-plugin-help;unknown
org.glassfish.admingui:console-common;unknown
org.glassfish.admingui:console-common-help;unknown
org.glassfish.admingui:console-community-branding-plugin;unknown
org.glassfish.admingui:console-ejb-lite-plugin;unknown
org.glassfish.admingui:console-ejb-lite-plugin-help;unknown
org.glassfish.admingui:console-jca-plugin;unknown
org.glassfish.admingui:console-jca-plugin-help;unknown
org.glassfish.admingui:console-jdbc-plugin;unknown
org.glassfish.admingui:console-jdbc-plugin-help;unknown
org.glassfish.admingui:console-plugin-service;unknown
org.glassfish.admingui:console-security-plugin;unknown
org.glassfish.admingui:console-updatecenter-plugin;unknown
org.glassfish.admingui:console-web-plugin;unknown
org.glassfish.admingui:console-web-plugin-help;unknown
org.glassfish.admingui:dataprovider;unknown
org.glassfish.admingui:dist-fragment;unknown
org.glassfish.admingui:war;unknown
org.glassfish.branding:branding;unknown
org.glassfish.cluster:cluster-admin;unknown
org.glassfish.cluster:cluster-cli;unknown
org.glassfish.cluster:cluster-common;unknown
org.glassfish.cluster:gms-adapter;unknown
org.glassfish.cluster:gms-bootstrap;unknown
org.glassfish.common:amx-all;unknown
org.glassfish.common:amx-config-impl;unknown
org.glassfish.common:amx-core-impl;unknown
org.glassfish.common:amx-ext-impl;unknown
org.glassfish.common:amx-j2ee;unknown
org.glassfish.common:amx-j2ee-impl;unknown
org.glassfish.common:annotation-framework;unknown
org.glassfish.common:btrace-jars;unknown
org.glassfish.common:common-util;unknown
org.glassfish.common:container-common;unknown
org.glassfish.common:glassfish-ee-api;unknown
org.glassfish.common:glassfish-naming;unknown
org.glassfish.common:internal-api;unknown
org.glassfish.common:stats77;unknown
org.glassfish.connectors:connectors-admin;unknown
org.glassfish.connectors:connectors-internal-api;unknown
org.glassfish.connectors:connectors-runtime;unknown
org.glassfish.connectors:descriptors;unknown
org.glassfish.connectors:gf-connectors-connector;unknown
org.glassfish.connectors:work-management;unknown
org.glassfish.core:api-exporter;unknown
org.glassfish.core:glassfish;unknown
org.glassfish.core:glassfish-extra-jre-packages;unknown
org.glassfish.core:javaee-kernel;unknown
org.glassfish.core:kernel;unknown
org.glassfish.deployment:deployment-admin;unknown
org.glassfish.deployment:deployment-autodeploy;unknown
org.glassfish.deployment:deployment-common;unknown
org.glassfish.deployment:deployment-javaee-core;unknown
org.glassfish.deployment:deployment-javaee-full;unknown
org.glassfish.deployment:dol;unknown
org.glassfish.deployment:dtds;unknown
org.glassfish.deployment:schemas;unknown
org.glassfish.ejb:ejb-container;unknown
org.glassfish.ejb:ejb-internal-api;unknown
org.glassfish.ejb:gf-ejb-connector;unknown
org.glassfish.external:antlr-repackaged;unknown
org.glassfish.external:apache-commons;unknown
org.glassfish.external:commons-codec-repackaged;unknown
org.glassfish.external:grizzly-module;unknown
org.glassfish.external:javadb;unknown
org.glassfish.external:ldapbp-repackaged;unknown
org.glassfish.external:schema2beans-repackaged;unknown
org.glassfish.external:sysnet-registration-repackaged;unknown
org.glassfish.extras:appserv-rt-frag;unknown
org.glassfish.extras:glassfish-embedded-shell-frag;unknown
org.glassfish.extras:grizzly-container;unknown
org.glassfish.extras:javaee-frag;unknown
org.glassfish.extras:osgi-container;unknown
org.glassfish.flashlight:extra-jdk-packages;unknown
org.glassfish.flashlight:flashlight-agent;unknown
org.glassfish.flashlight:flashlight-extra-jdk-packages;unknown
org.glassfish.flashlight:flashlight-framework;unknown
org.glassfish.ha:ha-file-store;unknown
org.glassfish.ha:ha-shoal-cache-bootstrap;unknown
org.glassfish.ha:ha-shoal-cache-store;unknown
org.glassfish.jdbc.jdbc-ra.jdbc-ra-distribution:jdbc-ra;unknown
org.glassfish.jdbc:jdbc-admin;unknown
org.glassfish.loadbalancer:load-balancer-admin;unknown
org.glassfish:ant-tasks;unknown
org.glassfish:javax.jms;unknown
org.glassfish:javax.mail;unknown
org.glassfish:javax.persistence;unknown
org.glassfish:javax.resource;unknown
org.glassfish:javax.security.jacc;unknown
org.glassfish:javax.xml.stream;unknown
com.ctc.wstx:woodstox-osgi;unknown
com.sun.commons:beanutils;unknown
com.sun.commons:modeler;unknown
org.glassfish.admingui:console-common-full-plugin;unknown
org.glassfish.admingui:console-common-full-plugin-help;unknown
org.glassfish.admingui:console-corba-plugin;unknown
org.glassfish.admingui:console-corba-plugin-help;unknown
org.glassfish.admingui:console-ejb-plugin;unknown
org.glassfish.admingui:console-ejb-plugin-help;unknown
org.glassfish.admingui:glassfish-osgi-console-plugin;unknown
org.glassfish.common:mejb-frag;unknown
org.glassfish.deployment:sun-as-jsr88-dm-frag;unknown
org.glassfish.ejb:ejb-timer-databases;unknown
org.glassfish.external:dbschema-repackaged;unknown
org.glassfish.external:jaxr-ra;unknown
org.glassfish.external:libpam4j-repackaged;unknown
com.sun.grizzly:grizzly-jruby;unknown
com.sun.woodstock.dependlibs:dataprovider;unknown
eclipse:jdtcore;unknown
org.glassfish.admingui:console-jms-plugin;unknown
org.glassfish.admingui:console-jms-plugin-help;unknown
org.glassfish.appclient.server:appclient-connector;unknown
org.glassfish.appclient.server:appclient-server-core;unknown
org.glassfish.appclient:acc-config;unknown
org.glassfish.appclient:appclient-scripts;unknown
org.glassfish.appclient:gf-client;unknown
org.glassfish.appclient:gf-client-module;unknown
org.glassfish.external:jmsra;unknown
org.glassfish.jms:jms-admin;unknown
org.glassfish.jms:jms-core;unknown
org.glassfish:javax.servlet.jsp.jstl;unknown
org.glassfish.admin:rest-service;unknown
org.glassfish.admingui:console-jruby-plugin;unknown
org.glassfish.admingui:console-jruby-plugin-help;unknown
org.glassfish.common:amx-api;unknown
org.glassfish.common:amx-impl;unknown
org.glassfish.cluster:cluster-ssh;unknown
org.apache.hadoop:hadoop-common-test;unknown
org.apache.hadoop:hadoop-yarn-server-nodemanager;unknown
org.coconut.forkjoin:jsr166y;unknown
org.glassfish.admingui:console-jts-plugin;unknown
org.glassfish.admingui:console-jts-plugin-help;unknown
org.glassfish.extras:glassfish-embedded-static-shell-frag;unknown
org.glassfish.admin:server-mgmt;unknown
org.glassfish.admingui:console-jmail-plugin-help;unknown
org.glassfish.common:mejb;unknown
org.glassfish.distributions:web-all;unknown
org.glassfish.embedded:gf-embedded-api;unknown
org.glassfish:javax.enterprise.deploy;unknown
org.glassfish.core:api-exporter-fragment;unknown
com.sun.xml.ws:wstx-services;unknown
org.glassfish.extras:glassfish-embedded-nucleus;unknown
org.glassfish.gmbal:gmbal-api;unknown
org.glassfish.jdbc.jdbc-ra.jdbc40:jdbc40;unknown
org.glassfish.l10n:l10n-distribution;unknown
org.glassfish:maven-embedded-glassfish-plugin;unknown
org.glassfish.jms:jms;unknown
org.glassfish.jdbc.jdbc-ra.jdbc30:jdbc30;unknown
org.glassfish.main.external:bean-validator-cdi;unknown
org.glassfish:maven-glassfish-plugin;unknown
org.glassfish.loadbalancer:load-balancer;unknown
org.glassfish.jdbc:templates;unknown
org.glassfish:legal;unknown
org.glassfish.main.external:bean-validator;unknown
org.glassfish.main.tests:embedded_ejb_smoke;unknown
com.sun.messaging.mq:imqjmx;unknown
jaxr-ra:jaxr-ra;unknown
org.eclipse.equinox:event;unknown
org.glassfish.external:opendmk_jmxremote_optional_jar;unknown
org.glassfish.jdbc.jdbc-ra.jdbc-core:jdbc-core;unknown
com.sun.pkg:pkg-java;unknown
com.sun.woodstock.dependlibs:json;unknown
org.glassfish.connectors:connectors-inbound-runtime;unknown
org.glassfish.common:glassfish-mbeanserver;unknown
org.glassfish:javax.management.j2ee;unknown
org.fusesource.fabric:org.fusesource.fabric.karaf.branding;unknown
org.glassfish.extras:glassfish-embedded-shell-jar;unknown
org.fujion.webjars:jquery-print;unknown
org.fujion.webjars:moment;unknown
org.glassfish.external:trilead-ssh2-repackaged;unknown
org.glassfish.external:jmxremote_optional-repackaged;unknown
org.glassfish.external:grizzly-optionals;unknown
org.glassfish.admingui:console-core;unknown
org.glassfish:appclient;unknown
org.fusesource.fabric.virt:org.fusesource.fabric.virt.services;unknown
org.glassfish.distributions:web;unknown
org.fusesource.fabric:fabric-jaas;unknown
org.glassfish.build:maven-glassfish-extension;unknown
org.glassfish.ejb:ejb;unknown
org.glassfish.distributions:distributions;unknown
org.glassfish.distributions:nucleus;unknown
org.glassfish.deployment:deployment-versioning;unknown
org.fusesource.fabric:fabric-camel;unknown
org.glassfish.distributions:nucleus-base;unknown
org.fusesource.fabric:fabric-commands;unknown
org.glassfish.flashlight:flashlight-client;unknown
org.fusesource.fabric.fab.tests:fab-sample-camel-velocity-share;unknown
org.glassfish.cluster:cluster;unknown
org.glassfish.distributions:glassfish;unknown
org.glassfish.external:external;unknown
org.glassfish:javax.xml.soap;unknown
org.fusesource.fabric:fabric-launcher;unknown
org.geoserver:wms;unknown
org.glassfish.connectors:connectors;unknown
org.glassfish.external:glassfish-jaxb;unknown
org.glassfish.extras:extras;unknown
org.fusesource.fabric:fabric-core;unknown
org.glassfish.ejb:ejb-all;unknown
org.glassfish.external:asm-all-repackaged;unknown
org.glassfish.admin:admin;unknown
org.fusesource.fabric:fabric-monitor;unknown
org.glassfish.jdbc.jdbc-ra:jdbc-ra;unknown
org.fusesource.fabric:fuse-fabric;unknown
org.glassfish:javax.javaee;unknown
org.glassfish.gmbal:gmbal-api-only-source;unknown
org.glassfish.build:build;unknown
org.fusesource.fabric:fabric-hadoop;unknown
org.glassfish.flashlight:glassfish-flashlight;unknown
org.glassfish.admin:launcher;unknown
org.glassfish.deployment:deployment;unknown
org.fusesource.fabric:fabric-linkedin-zookeeper;unknown
org.glassfish.admingui:admingui;unknown
org.glassfish.extras:glassfish-embedded-static-shell;unknown
org.glassfish.extras:appserv-rt-pom;unknown
org.geoserver:main;unknown
org.fusesource.fabric:camel-drools-archetype;unknown
org.fusesource.fabric.fab.tests:fab-sample-camel-velocity-noshare;unknown
org.fusesource.fabric.security.sso.client:fabric-security-sso-client;unknown
org.fusesource.fabric.fab.tests:fab-sample-camel-noshare;unknown
org.glassfish.deployment:jsr-88;unknown
org.glassfish.extras:glassfish-embedded-web;unknown
